Variable Name,Missing Value Count
vac12_5,0
vac12_11,0
vac12_4,0
vac3_4,0
vac12_3,0
vac12_1,0
travel1_99,0
travel1_4,0
travel1_3,0
travel1_2,0
travel1_1,0
vac11,0
vac10_99,0
vac10_5,0
vac10_4,0
vac12_2,0
m14_96,0
vac3_3,0
vac3_1,0
work7_1,0
work6,0
work5,0
work4,0
work3,0
work2,0
work1,0
disability,0
w9_5,0
w9_4,0
w9_3,0
w9_2,0
w9_1,0
w7,0
w6,0
w5_99,0
w5_96,0
w5_16,0
w5_15,0
w5_14,0
w5_13,0
work7_2,0
work7_3,0
work7_4,0
work7_5,0
vac_3,0
vac2_6,0
vac2_5,0
vac2_4,0
vac2_3,0
vac2_2,0
vac2_1,0
vac_2,0
vac_1,0
Soc2_6,0
vac3_2,0
Soc2_5,0
Soc2_3,0
Soc2_2,0
Soc2_1,0
Soc1_3,0
Soc1_2,0
Soc1_1,0
i12_health_29,0
i12_health_28,0
i12_health_27,0
work8,0
Soc2_4,0
m14_11,0
ct8_99,0
m14_9,0
gender,0
age,0
weight,0
d1_health_99,0
d1_health_98,0
d1_health_13,0
d1_health_12,0
d1_health_11,0
d1_health_10,0
d1_health_9,0
d1_health_8,0
d1_health_7,0
d1_health_6,0
d1_health_5,0
d1_health_4,0
d1_health_3,0
d1_health_2,0
d1_health_1,0
i14_health_99,0
i14_health_98,0
i14_health_96,0
state,0
household_size,0
employment_status,0
WCRex2,0
m5_2,0
m5_1,0
m4_other,0
m4_99,0
m4_96,0
m4_4,0
m4_3,0
m4_2,0
m4_1,0
m3,0
i14_health_10,0
m2,0
m1_3,0
m1_2,0
m1_1,0
PHQ4_4,0
PHQ4_3,0
PHQ4_2,0
PHQ4_1,0
cantril_ladder,0
CORE_B2_4,0
WCRV_4,0
m1_4,0
m6_1,0
m14_10,0
i14_health_7,0
i12_health_1,0
i11_health,0
i10_health,0
i9_health,0
i8_health,0
i7b_health,0
i6_health,0
i5a_health,0
i5_health_99,0
i5_health_5,0
i5_health_4,0
i5_health_3,0
i5_health_2,0
i5_health_1,0
i4_health,0
i3_health,0
i7a_health,0
i2_health,0
i1_health,0
qweek,0
endtime,0
i12_health_2,0
i12_health_3,0
i12_health_4,0
i12_health_5,0
i14_health_6,0
i14_health_5,0
i14_health_4,0
i14_health_3,0
i14_health_2,0
i14_health_1,0
i13_health,0
i12_health_20,0
i12_health_19,0
i12_health_18,0
i14_health_8,0
i12_health_17,0
i12_health_15,0
i12_health_14,0
i12_health_13,0
i12_health_12,0
i12_health_11,0
i12_health_10,0
i12_health_9,0
i12_health_8,0
i12_health_7,0
i12_health_6,0
i12_health_16,0
m6_2,0
i14_health_9,0
m6_4,0
v3,0
v2_99,0
v2_5,0
v2_4,0
v2_3,0
v2_2,0
v2_1,0
v1,0
m13_11,0
v3_open,0
m13_10,0
m14_6,0
m13_8,0
m13_6,0
m13_5,0
m13_4,0
m13_3,0
m13_2,0
m13_1,0
m12_other,0
m13_9,0
v4_1,0
v4_2,0
v4_3,0
m14_2,0
m14_1,0
m14_5,0
r1_7,0
r1_6,0
r1_5,0
r1_4,0
r1_3,0
r1_2,0
r1_1,0
i12_health_25,0
i12_health_24,0
i12_health_23,0
i12_health_22,0
i12_health_21,0
WCRex1,0
v3_other,0
v4_99,0
v4_96,0
v4_5,0
v4_4,0
m12_99,0
m14_3,0
m14_7,0
m8_7,0
m8_4,0
m8_3,0
m8_2,0
m8_1,0
m7_11,0
m7_10,0
m7_9,0
m7_8,0
m7_6,0
m7_5,0
m7_4,0
m7_3,0
m7_2,0
m14_8,0
m7_1,0
m6_other,0
m6_96,0
m6_8,0
m6_7,0
m6_6,0
m6_5,0
m8_5,0
m8_6,0
m14_4,0
m8_8,0
m12_6,0
m12_5,0
m12_4,0
m6_3,0
m12_3,0
m12_2,0
m12_1,0
m11,0
m12_96,0
m12_7,0
m10,0
m9_6,0
m9_5,0
m9_4,0
m9_3,0
m9_2,0
m9_1,0
m8_other,0
m8_99,0
m8_96,0
m9_7,0
m12_8,0
vac3_other,1
i14_health_other,1
vac13,3
Soc2_open,3
ct6_other,4
m7_other,5
vac12_other,8
w4b,15
vac_booster,30906
vac12_12,31907
vac12_13,31907
vac14_1,31907
vac14_2,31907
vac14_3,31907
combi_vac,35932
childvac,35932
child_education_4,35932
child_education_3,35932
child_education_2,35932
child_age_5,35932
child_age_4,35932
child_age_3,35932
child_age_2,35932
child_age_1,35932
child_education_1,35932
household_children,37934
WAH7_3,40956
WAH6,40956
WAH7_99,40956
WAH7_7,40956
WAH7_6,40956
WAH7_5,40956
WAH7_4,40956
WAH7_2,40956
WAH_3,40956
WAH5,40956
WAH4,40956
WAH_2,40956
WAH_1,40956
Vent_3,40956
Vent_2,40956
Vent_1,40956
WAH7_1,40956
SC_1_2,42969
SC_1_3,42969
SC_3_99,42969
SC_1_4,42969
SC_1_5,42969
SC_1_6,42969
SC_1_7,42969
SC_1_99,42969
SC_3_3,42969
SC_3_1,42969
SC_3_2,42969
SC_3_4,42969
SC_3_5,42969
SC_3_6,42969
SC_3_7,42969
SC_1_1,42969
SC_2,42969
V4_other,42969
V3_adult18_other,42969
V4_6,42969
V4_98,42969
V1_1,42969
V1_2,42969
V1_98,42969
V3_me,42969
V3_me_other,42969
V3_baby,42969
V1_3,42969
V3_child2_4,42969
V3_child2_4_other,42969
V3_child5_17,42969
V3_child5_17_other,42969
V3_adult18,42969
V4_8,42969
V4_9,42969
V3_baby_other,42969
vac_man_2,45998
vac_man_3,45998
vac_man_4,45998
vac_man_5,45998
vac_man_96,45998
vac_man_7,45998
vac_man_99,45998
q_other,45998
vac_man_1,45998
vac_man_6,45998
vac12_booster_96,45998
vac12_booster_6,45998
vac12_booster_9,45998
vac_boost_1,45998
vac12_booster_10,45998
vac12_booster_1,45998
vac12_booster_2,45998
vac12_booster_3,45998
vac_boost_2,45998
vac12_booster_5,45998
vac12_booster_7,45998
vac12_booster_8,45998
vac12_booster_4,45998
vac12_booster_other,46005
household_children_resp,48997
had_covid,48997
vac_boost_beyond,48997
future_1,48997
future_2,48997
long_covid,50004
had_covid_2,50004
future_3,52827
